mse,psnr,ssim,a-gcnr,h-gcnr,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
2877.399644444444,13.540801752642697,0.8332476873637533,0.20282433983916287,0.11371126721181629,0.0,0.0,-0.014399221165525836,0.0,inf,2.5,50.0,10
2702.433130666667,13.813254043449746,0.8428912668941022,0.22230824177466751,0.1134135762069513,0.0,0.0,-0.01117600238457504,0.0,inf,2.5,50.0,10
2976.6297813333335,13.393555382878217,0.8192920376967835,0.20748489306549278,0.1075616148967471,0.0,0.0,-0.02395358649178634,0.0,inf,2.5,50.0,10
2599.3524764444446,13.982151863320759,0.8594245940197787,0.2271152002957635,0.12125076563563914,0.0,0.0,0.0038124197155630646,0.0,inf,2.5,50.0,10
3000.893319111111,13.358298042117632,0.731951481722086,0.18922691452871498,0.05355444741909687,0.0,0.0,-0.03046373382005457,0.0,inf,2.5,50.0,10
2616.0518613333334,13.954340115567978,0.8615340365148781,0.22426305797277318,0.12107402069337259,0.0,0.0,0.0024992955964058764,0.0,inf,2.5,50.0,10
3073.918848,13.253879630037982,0.4333045754235699,0.10582017087634332,0.02912204784463962,0.0,0.0,0.12307034754922132,0.0,inf,2.5,50.0,10
2985.3470506666667,13.380855351417837,0.6940740653771614,0.14887972078274153,0.04842709749613905,0.0,0.0,0.06337310178452649,0.0,inf,2.5,50.0,10
2770.0791964444443,13.70588175165507,0.5536533894594812,0.06826053486029987,0.02154857519192288,0.0,0.0,0.10054903663824051,0.0,inf,2.5,50.0,10
3028.2643911111113,13.318865710874393,0.44410924971539123,0.12496555287754502,0.06683137680710999,0.0,0.0,0.12122682348909766,0.0,inf,2.5,50.0,10
2811.2733653333335,13.641772828579557,0.5454372087615188,0.1055001059345107,0.015088898072329548,0.0,0.0,0.10707800993573749,0.0,inf,2.5,50.0,10
3049.672085333333,13.288272163363255,0.5985145371147689,0.18156262739219797,0.044545933378841884,0.0,0.0,0.06667207587061107,0.0,inf,2.5,50.0,10
3013.7456284444443,13.339737674430248,0.47923120102588,0.14529489327728468,0.036135252629970305,0.0,0.0,0.10843813216641543,0.0,inf,2.5,50.0,10
2923.5111395555555,13.471756078841779,0.5088901401850996,0.12123525008123959,0.016900132741979546,0.0,0.0,0.11337670934680424,0.0,inf,2.5,50.0,10
3109.466808888889,13.203944354454421,0.4331053630665292,0.05812625169453273,0.06223636877861877,0.0,0.0,0.13613160740648822,0.0,inf,2.5,50.0,10
2931.086513777778,13.460517236298164,0.5590459098867754,0.1814932563575879,0.012890189888379755,0.0,0.0,0.1130265663403964,0.0,inf,2.5,50.0,10
2826.555754666667,13.61822804397349,0.6298393383683767,0.12200744262267882,0.01905791423382297,0.0,0.0,0.07509912534552005,0.0,inf,2.5,50.0,10
2867.3391786666666,13.556012920195496,0.5558517297151266,0.1254781949356329,0.0027939712155318763,0.0,0.0,0.11095432837951326,0.0,inf,2.5,50.0,10
3210.729144888889,13.064766905681925,0.3773827919000518,0.08910936480383519,0.04396356243769184,0.0,0.0,0.1072531444123629,0.0,inf,2.5,50.0,10
3037.845191111111,13.305147224666385,0.6615611434138553,0.1524190249818667,0.04988679918147437,0.0,0.0,0.06886881352039188,0.0,inf,2.5,50.0,10
3041.550186666667,13.29985373995459,0.43785591843639154,0.08563841685023349,0.0442533529548122,0.0,0.0,0.11330536009491478,0.0,inf,2.5,50.0,10
2931.6159715555555,13.459732817875125,0.571039226167795,0.1282476754148547,0.015816291771544255,0.0,0.0,0.08404465434223782,0.0,inf,2.5,50.0,10
2807.1332693333334,13.648173295080838,0.5745057178889108,0.09276051612303743,0.028946731999149655,0.0,0.0,0.09877270089446057,0.0,inf,2.5,50.0,10
